ID,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
1,-0.09700965136289597,0.14407087862491608,0.7163979411125183,0.19448858499526978,0.3109130859375,0.5592262148857117,0.6455636620521545,0.28139546513557434,-0.28578656911849976,0.23507985472679138
2,-0.44615375995635986,-0.4528089463710785,-1.1031728982925415,-0.12712717056274414,-0.7280371785163879,0.07417889684438705,-1.0942094326019287,-1.216650128364563,-0.3026537001132965,-0.024822626262903214
3,1.6360331773757935,0.7478454113006592,0.9381374716758728,0.9058631658554077,2.432490348815918,1.4810516834259033,0.9526923894882202,1.7925376892089844,0.1814233362674713,2.084434747695923
4,-0.26955798268318176,0.15466976165771484,0.6168229579925537,-0.5092370510101318,1.9100358486175537,-0.29688894748687744,0.5272847414016724,0.8764243125915527,0.7358641028404236,-0.9647234082221985
5,-0.1333724409341812,-0.7209400534629822,1.1054474115371704,0.380800724029541,2.518326759338379,0.020027773454785347,1.013773798942566,-0.1773928850889206,-0.5354267358779907,1.0090101957321167
6,-1.408494472503662,-1.6686792373657227,0.3370248079299927,-1.5416010618209839,0.008677763864398003,-1.5212724208831787,0.28845757246017456,-0.02834247425198555,-0.9726771712303162,0.045035749673843384
7,0.8183479905128479,0.37577927112579346,-0.0918567106127739,-0.08436212688684464,-0.1087748184800148,0.45200514793395996,-0.11459258198738098,0.08784696459770203,0.9575589895248413,0.19940026104450226
8,1.8798812627792358,1.0690693855285645,0.7356447577476501,1.1994335651397705,-1.5523806810379028,1.147460699081421,0.707146167755127,0.676561713218689,1.5198605060577393,0.4077378511428833
9,1.109346866607666,1.2517192363739014,1.1234992742538452,2.0413875579833984,-0.5444055795669556,1.4987952709197998,1.0774815082550049,0.19855956733226776,0.966414213180542,0.5002034902572632
10,-1.2220760583877563,-1.1202770471572876,-1.9064311981201172,-0.762860894203186,-1.2023125886917114,-0.5716100931167603,-1.9292175769805908,0.05249401554465294,-0.6640984416007996,-1.1131185293197632
11,-0.10940653085708618,0.27536866068840027,0.8891140222549438,0.3409312963485718,1.7377232313156128,-0.10126404464244843,0.8266872763633728,-0.1914316713809967,-0.8645380139350891,0.8724661469459534
12,1.1748716831207275,0.622616708278656,0.8295141458511353,-0.21998000144958496,1.1295347213745117,0.21116717159748077,0.7363964319229126,0.8137434124946594,-0.3804968595504761,1.0000967979431152
13,0.5332664251327515,-0.07226364314556122,0.8920713067054749,0.4334885776042938,-1.3722385168075562,1.8363394737243652,0.8663294911384583,0.6526222229003906,1.196860671043396,1.6930394172668457
14,-0.31181761622428894,0.5694022178649902,0.4531818926334381,-0.6587368845939636,2.429657459259033,-0.3158446252346039,0.4346114993095398,0.33494120836257935,-0.8952850103378296,-0.4384148418903351
15,0.5886390209197998,1.9992021322250366,0.6292996406555176,1.7213488817214966,-0.2081780582666397,0.506312906742096,0.6390635967254639,0.9939271211624146,0.5314939618110657,-0.689207911491394
16,-0.25974738597869873,-0.8044662475585938,0.8456865549087524,-0.6581991910934448,0.577878475189209,-0.8881557583808899,0.8070477843284607,0.06200818717479706,-1.293729305267334,0.24722900986671448
17,-1.3570833206176758,-1.1848546266555786,-0.15759919583797455,-1.6328027248382568,-0.7919201254844666,-0.04830712825059891,-0.16650743782520294,-0.9126908183097839,-0.2702440023422241,-1.0861808061599731
18,-0.3706245720386505,-0.1946440041065216,0.4928712248802185,-0.23221924901008606,-0.04650112986564636,-0.024879153817892075,0.4852589964866638,1.1522798538208008,-0.2540704309940338,-0.8562092781066895
19,0.11429492384195328,-0.08847977221012115,0.9838106036186218,-0.8231478333473206,1.7537535429000854,-0.8441260457038879,0.9452153444290161,1.2911794185638428,-1.4417386054992676,1.4094394445419312
20,-0.2743024528026581,-1.4264819622039795,0.5755683779716492,-0.8154251575469971,-0.7724019885063171,-0.6701755523681641,0.4989861249923706,0.2360834926366806,-1.1684132814407349,-1.3611414432525635
21,-0.11878224462270737,-2.1499502658843994,0.39172253012657166,-0.8702710270881653,1.803383231163025,-1.8458319902420044,0.31929004192352295,0.4768661558628082,-0.8741661310195923,0.6204331517219543
